1.000000000000000000e+00,2.750000000000000000e+00,1.464000000000000000e+03
1.000000000000000000e+00,2.500000000000000000e+00,1.394000000000000000e+03
1.000000000000000000e+00,2.500000000000000000e+00,1.357000000000000000e+03
1.000000000000000000e+00,2.500000000000000000e+00,1.293000000000000000e+03
1.000000000000000000e+00,2.500000000000000000e+00,1.256000000000000000e+03
1.000000000000000000e+00,2.500000000000000000e+00,1.254000000000000000e+03
1.000000000000000000e+00,2.500000000000000000e+00,1.234000000000000000e+03
1.000000000000000000e+00,2.250000000000000000e+00,1.195000000000000000e+03
1.000000000000000000e+00,2.250000000000000000e+00,1.159000000000000000e+03
1.000000000000000000e+00,2.250000000000000000e+00,1.167000000000000000e+03
1.000000000000000000e+00,2.000000000000000000e+00,1.130000000000000000e+03
1.000000000000000000e+00,2.000000000000000000e+00,1.075000000000000000e+03
1.000000000000000000e+00,2.000000000000000000e+00,1.047000000000000000e+03
1.000000000000000000e+00,1.750000000000000000e+00,9.650000000000000000e+02
1.000000000000000000e+00,1.750000000000000000e+00,9.430000000000000000e+02
1.000000000000000000e+00,1.750000000000000000e+00,9.580000000000000000e+02
1.000000000000000000e+00,1.750000000000000000e+00,9.710000000000000000e+02
1.000000000000000000e+00,1.750000000000000000e+00,9.490000000000000000e+02
1.000000000000000000e+00,1.750000000000000000e+00,8.840000000000000000e+02
1.000000000000000000e+00,1.750000000000000000e+00,8.660000000000000000e+02
1.000000000000000000e+00,1.750000000000000000e+00,8.760000000000000000e+02
1.000000000000000000e+00,1.750000000000000000e+00,8.220000000000000000e+02
1.000000000000000000e+00,1.750000000000000000e+00,7.040000000000000000e+02
1.000000000000000000e+00,1.750000000000000000e+00,7.190000000000000000e+02
